crossed_rownames,name_1,syct_1,mmin_1,mmax_1,cach_1,chmin_1,chmax_1,perf_1,estperf_1,name_2,syct_2,mmin_2,mmax_2,cach_2,chmin_2,chmax_2,perf_2,estperf_2
9_172,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,NIXDORF 8890/50,200,1000,4000,0,1,4,30,25
9_173,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,NIXDORF 8890/70,200,2000,8000,64,1,5,41,67
9_174,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,PERKIN-ELMER 3205,250,512,4000,0,1,7,25,24
9_175,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,PERKIN-ELMER 3210,250,512,4000,0,4,7,50,24
9_176,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,PERKIN-ELMER 3230,250,1000,16000,1,1,8,50,64
9_177,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,PRIME 50-2250,160,512,4000,2,1,5,30,25
9_178,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,PRIME 50-250 II,160,512,2000,2,3,8,32,20
9_179,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,PRIME 50-550 II,160,1000,4000,8,1,14,38,29
9_180,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,PRIME 50-750 II,160,1000,8000,16,1,14,60,43
9_181,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,PRIME 50-850 II,160,2000,8000,32,1,13,109,53
9_182,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SIEMENS 7.521,240,512,1000,8,1,3,6,19
9_183,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SIEMENS 7.531,240,512,2000,8,1,5,11,22
9_184,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SIEMENS 7.536,105,2000,4000,8,3,8,22,31
9_185,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SIEMENS 7.541,105,2000,6000,16,6,16,33,41
9_186,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SIEMENS 7.551,105,2000,8000,16,4,14,58,47
9_187,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SIEMENS 7.561,52,4000,16000,32,4,12,130,99
9_188,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SIEMENS 7.865-2,70,4000,12000,8,6,8,75,67
9_189,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SIEMENS 7.870-2,59,4000,12000,32,6,12,113,81
9_190,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SIEMENS 7.872-2,59,8000,16000,64,12,24,188,149
9_191,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SIEMENS 7.875-2,26,8000,24000,32,8,16,173,183
9_192,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SIEMENS 7.880-2,26,8000,32000,64,12,16,248,275
9_193,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SIEMENS 7.881-2,26,8000,32000,128,24,32,405,382
9_194,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SPERRY 1100/61 H1,116,2000,8000,32,5,28,70,56
9_195,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SPERRY 1100/81,50,2000,32000,24,6,26,114,182
9_196,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SPERRY 1100/82,50,2000,32000,48,26,52,208,227
9_197,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SPERRY 1100/83,50,2000,32000,112,52,104,307,341
9_198,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SPERRY 1100/84,50,4000,32000,112,52,104,397,360
9_199,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SPERRY 1100/93,30,8000,64000,96,12,176,915,919
9_200,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SPERRY 1100/94,30,8000,64000,128,12,176,1150,978
9_201,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SPERRY 80/3,180,262,4000,0,1,3,12,24
9_202,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SPERRY 80/4,180,512,4000,0,1,3,14,24
9_203,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SPERRY 80/5,180,262,4000,0,1,3,18,24
9_204,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SPERRY 80/6,180,512,4000,0,1,3,21,24
9_205,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SPERRY 80/8,124,1000,8000,0,1,8,42,37
9_206,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,SPERRY 90/80 MODEL 3,98,1000,8000,32,2,8,46,50
9_207,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,STRATUS 32,125,2000,8000,0,2,14,52,41
9_208,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,WANG VS10,480,512,8000,32,0,0,67,47
9_209,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749,WANG VS 90,480,1000,4000,0,0,0,45,25
10_11,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,APOLLO DN320,400,1000,3000,0,1,2,38,23
10_12,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,APOLLO DN420,400,512,3500,4,1,6,40,24
10_13,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,BASF 7/65,60,2000,8000,65,1,8,92,70
10_14,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,BASF 7/68,50,4000,16000,65,1,8,138,117
10_15,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,BTI 5000,350,64,64,0,1,4,10,15
10_16,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,BTI 8000,200,512,16000,0,4,32,35,64
10_17,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,BURROUGHS B1955,167,524,2000,8,4,15,19,23
10_18,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,BURROUGHS B2900,143,512,5000,0,7,32,28,29
10_19,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,BURROUGHS B2925,143,1000,2000,0,5,16,31,22
10_20,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,BURROUGHS B4955,110,5000,5000,142,8,64,120,124
10_21,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,BURROUGHS B5900,143,1500,6300,0,5,32,30,35
10_22,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,BURROUGHS B5920,143,3100,6200,0,5,20,33,39
10_23,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,BURROUGHS B6900,143,2300,6200,0,6,64,61,40
10_24,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,BURROUGHS B6925,110,3100,6200,0,6,64,76,45
10_25,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,C.R.D. 68/10-80,320,128,6000,0,1,12,23,28
10_26,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,C.R.D. UNIVERSE 2203T,320,512,2000,4,1,3,69,21
10_27,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,C.R.D. UNIVERSE 68,320,256,6000,0,1,6,33,28
10_28,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,C.R.D. UNIVERSE 68/05,320,256,3000,4,1,3,27,22
10_29,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,C.R.D. UNIVERSE 68/137,320,512,5000,4,1,5,77,28
10_30,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,C.R.D. UNIVERSE 68/37,320,256,5000,4,1,6,27,27
10_31,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,CDC CYBER 170/750,25,1310,2620,131,12,24,274,102
10_32,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,CDC CYBER 170/760,25,1310,2620,131,12,24,368,102
10_33,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,CDC CYBER 170/815,50,2620,10480,30,12,24,32,74
10_34,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,CDC CYBER 170/825,50,2620,10480,30,12,24,63,74
10_35,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,CDC CYBER 170/835,56,5240,20970,30,12,24,106,138
10_36,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,CDC CYBER 170/845,64,5240,20970,30,12,24,208,136
10_37,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,CDC OMEGA 480-I,50,500,2000,8,1,4,20,23
10_38,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,CDC OMEGA 480-II,50,1000,4000,8,1,5,29,29
10_39,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,CDC OMEGA 480-III,50,2000,8000,8,1,5,71,44
10_40,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,CAMBEX 1636-1,50,1000,4000,8,3,5,26,30
10_41,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,CAMBEX 1636-10,50,1000,8000,8,3,5,36,41
10_42,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,CAMBEX 1641-1,50,2000,16000,8,3,5,40,74
10_43,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,CAMBEX 1641-11,50,2000,16000,8,3,6,52,74
10_44,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,CAMBEX 1651-1,50,2000,16000,8,3,6,60,74
10_45,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,DEC DECSYS 10 1091,133,1000,12000,9,3,12,72,54
10_46,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,DEC DECSYS 20 2060,133,1000,8000,9,3,12,72,41
10_47,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,DEC MICROVAX-1,810,512,512,8,1,1,18,18
10_48,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,DEC VAX 11/730,810,1000,5000,0,1,1,20,28
10_49,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,DEC VAX 11/750,320,512,8000,4,1,5,40,36
10_50,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,DEC VAX 11/780,200,512,8000,8,1,8,62,38
10_51,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34
10_52,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,DG ECLIPSE M/600,700,256,2000,0,1,1,24,19
10_53,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,DG ECLIPSE MV/1000,140,1000,16000,16,1,3,138,72
10_54,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,DG ECLIPSE MV/4000,200,1000,8000,0,1,2,36,36
10_55,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,DG ECLIPSE MV/6000,110,1000,4000,16,1,2,26,30
10_56,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,DG ECLIPSE MV/8000,110,1000,12000,16,1,2,60,56
10_57,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,DG ECLIPSE MV/8000 II,220,1000,8000,16,1,2,71,42
10_58,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,FORMATION F4000/100,800,256,8000,0,1,4,12,34
10_59,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,FORMATION F4000/200,800,256,8000,0,1,4,14,34
10_60,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,FORMATION F4000/200AP,800,256,8000,0,1,4,20,34
10_61,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,FORMATION F4000/300,800,256,8000,0,1,4,16,34
10_62,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,FORMATION F4000/300AP,800,256,8000,0,1,4,22,34
10_63,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,FOUR PHASE 2000/260,125,512,1000,0,8,20,36,19
10_64,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,GOULD CONCEPT 32/8705,75,2000,8000,64,1,38,144,75
10_65,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,GOULD CONCEPT 32/8750,75,2000,16000,64,1,38,144,113
10_66,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,GOULD CONCEPT 32/8780,75,2000,16000,128,1,38,259,157
10_67,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HP 3000/30,90,256,1000,0,3,10,17,18
10_68,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HP 3000/40,105,256,2000,0,3,10,26,20
10_69,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HP 3000/44,105,1000,4000,0,3,24,32,28
10_70,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HP 3000/48,105,2000,4000,8,3,19,32,33
10_71,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HP 3000/64,75,2000,8000,8,3,24,62,47
10_72,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HP 3000/88,75,3000,8000,8,3,48,64,54
10_73,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HP 3000/III,175,256,2000,0,3,24,22,20
10_74,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HARRIS 100,300,768,3000,0,6,24,36,23
10_75,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HARRIS 300,300,768,3000,6,6,24,44,25
10_76,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HARRIS 500,300,768,12000,6,6,24,50,52
10_77,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HARRIS 600,300,768,4500,0,1,24,45,27
10_78,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HARRIS 700,300,384,12000,6,1,24,53,50
10_79,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HARRIS 80,300,192,768,6,6,24,36,18
10_80,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HARRIS 800,180,768,12000,6,1,31,84,53
10_81,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HONEYWELL DPS 6/35,330,1000,3000,0,2,4,16,23
10_82,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HONEYWELL DPS 6/92,300,1000,4000,8,3,64,38,30
10_83,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HONEYWELL DPS 6/96,300,1000,16000,8,2,112,38,73
10_84,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HONEYWELL DPS 7/35,330,1000,2000,0,1,2,16,20
10_85,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HONEYWELL DPS 7/45,330,1000,4000,0,3,6,22,25
10_86,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HONEYWELL DPS 7/55,140,2000,4000,0,3,6,29,28
10_87,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HONEYWELL DPS 7/65,140,2000,4000,0,4,8,40,29
10_88,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HONEYWELL DPS 8/44,140,2000,4000,8,1,20,35,32
10_89,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HONEYWELL DPS 8/49,140,2000,32000,32,1,20,134,175
10_90,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HONEYWELL DPS 8/50,140,2000,8000,32,1,54,66,57
10_91,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HONEYWELL DPS 8/52,140,2000,32000,32,1,54,141,181
10_92,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HONEYWELL DPS 8/62,140,2000,32000,32,1,54,189,181
10_93,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,HONEYWELL DPS 8/20,140,2000,4000,8,1,20,22,32
10_94,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 3033 S,57,4000,16000,1,6,12,132,82
10_95,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 3033 U,57,4000,24000,64,12,16,237,171
10_96,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 3081,26,16000,32000,64,16,24,465,361
10_97,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 3081 D,26,16000,32000,64,8,24,465,350
10_98,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 3083 B,26,8000,32000,0,8,24,277,220
10_99,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 3083 E,26,8000,16000,0,8,16,185,113
10_100,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 370/125-2,480,96,512,0,1,1,6,15
10_101,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 370/148,203,1000,2000,0,1,5,24,21
10_102,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 370/158-3,115,512,6000,16,1,6,45,35
10_103,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 38/3,1100,512,1500,0,1,1,7,18
10_104,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 38/4,1100,768,2000,0,1,1,13,20
10_105,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 38/5,600,768,2000,0,1,1,16,20
10_106,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 38/7,400,2000,4000,0,1,1,32,28
10_107,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 38/8,400,4000,8000,0,1,1,32,45
10_108,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 4321,900,1000,1000,0,1,2,11,18
10_109,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 4331-1,900,512,1000,0,1,2,11,17
10_110,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 4331-11,900,1000,4000,4,1,2,18,26
10_111,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 4331-2,900,1000,4000,8,1,2,22,28
10_112,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 4341,900,2000,4000,0,3,6,37,28
10_113,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 4341-1,225,2000,4000,8,3,6,40,31
10_114,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 4341-10,225,2000,4000,8,3,6,34,31
10_115,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 4341-11,180,2000,8000,8,1,6,50,42
10_116,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 4341-12,185,2000,16000,16,1,6,76,76
10_117,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 4341-2,180,2000,16000,16,1,6,66,76
10_118,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 4341-9,225,1000,4000,2,3,6,24,26
10_119,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 4361-4,25,2000,12000,8,1,4,49,59
10_120,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 4361-5,25,2000,12000,16,3,5,66,65
10_121,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 4381-1,17,4000,16000,8,6,12,100,101
10_122,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 4381-2,17,4000,16000,32,6,12,133,116
10_123,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 8130 A,1500,768,1000,0,0,0,12,18
10_124,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 8130 B,1500,768,2000,0,0,0,18,20
10_125,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IBM 8140,800,768,2000,0,0,0,20,20
10_126,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IPL 4436,50,2000,4000,0,3,6,27,30
10_127,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IPL 4443,50,2000,8000,8,3,6,45,44
10_128,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IPL 4445,50,2000,8000,8,1,6,56,44
10_129,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IPL 4446,50,2000,16000,24,1,6,70,82
10_130,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IPL 4460,50,2000,16000,24,1,6,80,82
10_131,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,IPL 4480,50,8000,16000,48,1,10,136,128
10_132,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,MAGNUSON M80/30,100,1000,8000,0,2,6,16,37
10_133,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,MAGNUSON M80/31,100,1000,8000,24,2,6,26,46
10_134,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,MAGNUSON M80/32,100,1000,8000,24,3,6,32,46
10_135,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,MAGNUSON M80/42,50,2000,16000,12,3,16,45,80
10_136,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,MAGNUSON M80/43,50,2000,16000,24,6,16,54,88
10_137,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,MAGNUSON M80/44,50,2000,16000,24,6,16,65,88
10_138,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,MICRODATA SEQ.MS/3200,150,512,4000,0,8,128,30,33
10_139,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/3000,115,2000,8000,16,1,3,50,46
10_140,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/3000 N,115,2000,4000,2,1,5,40,29
10_141,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/5000,92,2000,8000,32,1,6,62,53
10_142,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/5000 E,92,2000,8000,32,1,6,60,53
10_143,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/5000 N,92,2000,8000,4,1,6,50,41
10_144,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/6130,75,4000,16000,16,1,6,66,86
10_145,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/6150,60,4000,16000,32,1,6,86,95
10_146,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/6620,60,2000,16000,64,5,8,74,107
10_147,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/6630,60,4000,16000,64,5,8,93,117
10_148,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/6650,50,4000,16000,64,5,10,110,119
10_149,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/7000,72,4000,16000,64,8,16,143,120
10_150,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/7000 N,72,2000,8000,16,6,8,105,48
10_151,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/8040,40,8000,16000,32,8,16,214,126
10_152,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/8050,40,8000,32000,64,8,24,277,266
10_153,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/8060,35,8000,32000,64,8,24,370,270
10_154,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/9000 DPC,38,16000,32000,128,16,32,510,426
10_155,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/9000 N,48,4000,24000,32,8,24,214,151
10_156,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/9040,38,8000,32000,64,8,24,326,267
10_157,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NAS AS/9060,30,16000,32000,256,16,24,510,603
10_158,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NCR V8535 II,112,1000,1000,0,1,4,8,19
10_159,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NCR V8545 II,84,1000,2000,0,1,6,12,21
10_160,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NCR V8555 II,56,1000,4000,0,1,6,17,26
10_161,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NCR V8565 II,56,2000,6000,0,1,8,21,35
10_162,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NCR V8565 II E,56,2000,8000,0,1,8,24,41
10_163,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NCR V8575 II,56,4000,8000,0,1,8,34,47
10_164,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NCR V8585 II,56,4000,12000,0,1,8,42,62
10_165,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NCR V8595 II,56,4000,16000,0,1,8,46,78
10_166,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NCR V8635 ,38,4000,8000,32,16,32,51,80
10_167,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NCR V8650,38,4000,8000,32,16,32,116,80
10_168,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NCR V8635,38,8000,16000,64,4,8,100,142
10_169,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NCR V8665,38,8000,24000,160,4,8,140,281
10_170,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NCR V8670,38,4000,16000,128,16,32,212,190
10_171,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NIXDORF 8890/30,200,1000,2000,0,1,2,25,21
10_172,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NIXDORF 8890/50,200,1000,4000,0,1,4,30,25
10_173,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,NIXDORF 8890/70,200,2000,8000,64,1,5,41,67
10_174,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,PERKIN-ELMER 3205,250,512,4000,0,1,7,25,24
10_175,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,PERKIN-ELMER 3210,250,512,4000,0,4,7,50,24
10_176,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,PERKIN-ELMER 3230,250,1000,16000,1,1,8,50,64
10_177,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,PRIME 50-2250,160,512,4000,2,1,5,30,25
10_178,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,PRIME 50-250 II,160,512,2000,2,3,8,32,20
10_179,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,PRIME 50-550 II,160,1000,4000,8,1,14,38,29
10_180,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,PRIME 50-750 II,160,1000,8000,16,1,14,60,43
10_181,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,PRIME 50-850 II,160,2000,8000,32,1,13,109,53
10_182,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,SIEMENS 7.521,240,512,1000,8,1,3,6,19
10_183,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,SIEMENS 7.531,240,512,2000,8,1,5,11,22
10_184,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,SIEMENS 7.536,105,2000,4000,8,3,8,22,31
10_185,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,SIEMENS 7.541,105,2000,6000,16,6,16,33,41
10_186,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,SIEMENS 7.551,105,2000,8000,16,4,14,58,47
10_187,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,SIEMENS 7.561,52,4000,16000,32,4,12,130,99
10_188,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238,SIEMENS 7.865-2,70,4000,12000,8,6,8,75,67
